datum,produkt,volym,belopp
2016-06-02 07:57,95-oktan,0.00,0.00
2016-06-02 07:55,95-oktan,0.00,0.00
2016-06-02 07:51,95-oktan,0.00,0.00
2016-06-01 12:40,95-oktan,32.13,480.34
2016-06-01 12:37,95-oktan,40.14,600.09
2016-06-01 12:33,95-oktan,66.89,"1,000.01"
2016-06-01 10:56,Diesel,10.31,153.10
2016-05-30 09:16,Diesel,78.30,"1,162.76"
2016-05-29 18:30,95-oktan,40.14,600.09
2016-05-29 15:51,Diesel,10.06,149.39
2016-05-29 15:32,Diesel,67.34,"1,000.00"
2016-05-29 15:11,95-oktan,23.07,344.90
2016-05-29 13:23,Diesel,10.45,155.18
2016-05-29 13:21,Diesel,0.00,0.00
2016-05-29 12:37,Diesel,100.00,"1,485.00"
2016-05-29 12:29,Diesel,100.00,"1,485.00"
2016-05-29 11:21,95-oktan,18.28,273.29
2016-05-29 10:49,95-oktan,24.24,362.39
2016-05-28 21:10,95-oktan,38.88,581.26
2016-05-28 17:06,95-oktan,80.27,"1,200.04"
2016-05-28 14:38,95-oktan,24.34,363.88
2016-05-28 14:31,95-oktan,40.14,600.09
2016-05-28 14:22,95-oktan,5.16,77.14
2016-05-28 13:04,Diesel,35.46,526.58
2016-05-28 12:47,Diesel,30.39,451.29
2016-05-28 12:43,Diesel,40.41,600.09
2016-05-28 12:00,95-oktan,15.54,232.32
2016-05-28 11:53,95-oktan,18.34,274.18
2016-05-28 10:46,95-oktan,28.91,432.20
2016-05-28 10:43,95-oktan,66.89,"1,000.01"
2016-05-28 10:12,Diesel,40.41,600.09
2016-05-28 09:18,Diesel,40.41,600.09
2016-05-28 09:15,Diesel,80.81,"1,200.03"
2016-05-27 16:46,95-oktan,100.00,"1,495.00"
2016-05-27 16:39,95-oktan,100.00,"1,495.00"
2016-05-27 16:21,95-oktan,100.00,"1,495.00"
2016-05-27 12:38,95-oktan,21.95,328.15
2016-05-27 12:29,95-oktan,100.00,"1,495.00"
2016-05-24 10:43,Diesel,20.01,297.15
2016-05-21 13:44,95-oktan,27.18,406.34
2016-05-21 13:05,95-oktan,40.14,600.09
2016-05-21 10:31,Diesel,9.96,147.91
2016-05-20 20:41,95-oktan,40.14,600.09
2016-05-20 17:45,Diesel,36.89,547.82
2016-05-17 15:06,Diesel,10.05,149.24
2016-05-17 14:56,Diesel,18.00,267.30
2016-05-16 17:24,Diesel,20.09,298.34
2016-05-15 15:16,95-oktan,38.53,576.02
2016-05-15 15:12,95-oktan,100.00,"1,495.00"
2016-05-15 15:07,Diesel,0.00,0.00
2016-05-15 12:56,Diesel,15.21,225.87
2016-05-15 12:54,Diesel,100.00,"1,485.00"
2016-05-15 12:47,Diesel,100.00,"1,485.00"
2016-05-14 16:18,Diesel,36.09,535.94
2016-05-14 13:08,Diesel,10.67,158.45
2016-05-14 11:45,95-oktan,66.40,992.68
2016-05-13 20:12,95-oktan,54.66,817.17
2016-05-13 20:08,95-oktan,100.00,"1,495.00"
2016-05-13 11:52,Diesel,14.42,214.14
2016-05-13 11:04,95-oktan,40.14,600.09
2016-05-12 16:15,95-oktan,9.26,138.44
2016-05-12 16:12,95-oktan,80.27,"1,200.04"
2016-05-10 11:21,Diesel,20.00,297.00
2016-05-09 15:01,Diesel,31.55,468.52
2016-05-08 18:53,95-oktan,40.14,600.09
2016-05-08 18:49,95-oktan,53.52,800.12
2016-05-08 13:57,95-oktan,40.14,600.09
2016-05-08 13:38,95-oktan,36.92,551.95
2016-05-08 11:58,95-oktan,49.36,737.93
2016-05-08 10:42,95-oktan,4.12,61.59
2016-05-07 19:43,95-oktan,26.64,398.27
2016-05-07 19:39,95-oktan,100.00,"1,495.00"
2016-05-07 16:10,Diesel,53.88,800.12
2016-05-07 14:37,95-oktan,80.48,"1,203.18"
2016-05-07 14:07,Diesel,67.34,"1,000.00"
2016-05-07 13:14,95-oktan,45.59,681.57
2016-05-07 13:06,95-oktan,40.14,600.09
2016-05-07 12:14,95-oktan,100.00,"1,495.00"
2016-05-07 12:03,95-oktan,46.83,700.11
2016-05-07 11:59,95-oktan,30.21,451.64
2016-05-07 11:56,95-oktan,66.89,"1,000.01"
2016-05-07 10:55,Diesel,40.41,600.09
2016-05-06 17:53,Diesel,22.74,337.69
2016-05-06 16:08,Diesel,10.04,149.09
2016-05-06 14:45,95-oktan,10.00,149.50
2016-05-06 14:23,Diesel,50.51,750.07
2016-05-06 13:59,Diesel,0.00,0.00
2016-05-06 13:58,95-oktan,0.00,0.00
2016-05-06 13:57,Diesel,0.00,0.00
2016-05-06 12:57,95-oktan,66.89,"1,000.01"
2016-05-06 12:29,Diesel,16.91,251.11
2016-05-05 13:44,95-oktan,39.39,588.88
2016-05-05 13:10,95-oktan,38.07,569.15
2016-05-05 12:36,Diesel,16.45,244.28
2016-05-05 12:28,Diesel,33.67,500.00
2016-05-05 11:29,Diesel,41.11,610.48
2016-05-05 11:24,Diesel,100.00,"1,485.00"
2016-05-05 10:48,Diesel,9.65,143.30
2016-05-04 21:01,Diesel,30.51,453.07
2016-05-04 18:20,Diesel,13.47,200.03
2016-05-04 18:11,95-oktan,100.00,"1,495.00"
2016-05-04 16:15,95-oktan,40.14,600.09
2016-05-04 08:09,Diesel,31.91,473.86
2016-05-03 11:54,Diesel,40.41,600.09
2016-05-03 11:51,Diesel,53.88,800.12
2016-05-01 12:46,Diesel,100.00,"1,485.00"
2016-05-01 12:08,95-oktan,26.79,400.51
2016-04-30 17:13,Diesel,44.39,659.19
2016-04-30 17:09,Diesel,100.00,"1,485.00"
2016-04-30 17:05,Diesel,100.00,"1,485.00"
2016-04-30 16:59,Diesel,100.00,"1,485.00"
2016-04-30 11:01,95-oktan,66.27,990.74
2016-04-30 08:21,Diesel,100.00,"1,485.00"
2016-04-30 08:17,Diesel,100.00,"1,485.00"
2016-04-30 08:13,Diesel,100.00,"1,485.00"
2016-04-30 08:08,Diesel,100.00,"1,485.00"
2016-04-23 15:22,95-oktan,15.86,237.11
2016-04-19 14:34,Diesel,67.34,"1,000.00"
2016-04-16 11:22,Diesel,100.00,"1,485.00"
2016-04-14 09:31,95-oktan,40.14,600.09
2016-04-10 13:28,95-oktan,20.38,304.68
2016-04-05 09:50,Diesel,11.47,170.33
2016-04-03 17:20,Diesel,40.41,600.09
2016-04-03 17:15,Diesel,100.00,"1,485.00"
2016-04-02 10:11,Diesel,30.59,454.26
2016-04-01 14:58,Diesel,29.01,430.80
2016-03-26 15:05,95-oktan,46.83,700.11
2016-03-26 12:39,95-oktan,100.00,"1,629.00"
2016-03-24 13:50,95-oktan,23.80,387.70
2016-03-24 13:46,95-oktan,36.84,600.12
2016-03-21 09:13,Diesel,40.07,628.70
2016-03-19 08:07,Diesel,7.31,114.69
2016-03-19 08:02,Diesel,20.04,314.43
2016-03-18 17:50,95-oktan,26.80,436.57
2016-03-18 17:43,95-oktan,100.00,"1,629.00"
2016-03-10 13:27,95-oktan,0.41,6.68
2016-03-10 13:23,[Ingen produkt],0.00,0.00
2016-02-26 16:37,Diesel,40.39,633.72
2016-02-26 14:17,Diesel,0.00,0.00
2016-01-04 13:46,Diesel,25.02,392.56
2015-12-26 14:13,Diesel,21.13,331.53
2015-12-25 12:48,Diesel,36.12,566.72
2015-12-17 11:14,Diesel,25.13,394.29
2015-11-22 13:18,95-oktan,20.59,335.41
2015-11-21 11:43,Diesel,9.32,146.23
2015-11-21 09:01,Diesel,63.74,"1,000.08"
2015-11-09 11:36,Diesel,38.92,610.65
2015-11-01 12:40,95-oktan,19.53,318.14
2015-10-30 14:41,Diesel,100.00,"1,569.00"
2015-10-30 14:35,Diesel,100.00,"1,569.00"
2015-10-30 14:31,Diesel,100.00,"1,569.00"
2015-10-30 14:27,Diesel,100.00,"1,569.00"
2015-10-30 14:23,Diesel,100.00,"1,569.00"
2015-10-30 09:31,Diesel,9.91,155.49
2015-10-29 12:57,Diesel,95.61,"1,500.12"
2015-10-28 16:40,95-oktan,4.28,69.72
2015-10-28 09:44,95-oktan,61.39,"1,000.04"
2015-10-27 09:59,Diesel,63.74,"1,000.08"
2015-10-27 09:30,95-oktan,49.11,800.00
2015-10-19 18:27,95-oktan,8.29,135.04
2015-10-19 11:50,Diesel,23.81,373.58
2015-10-18 12:24,95-oktan,61.39,"1,000.04"
2015-10-18 11:23,95-oktan,10.42,169.74
2015-10-18 10:42,95-oktan,50.69,825.74
2015-10-18 10:39,95-oktan,100.00,"1,629.00"
2015-10-17 16:38,95-oktan,7.64,124.46
2015-10-15 09:16,Diesel,34.06,534.40
2015-10-15 09:11,Diesel,3.46,54.29
2015-10-15 09:09,Diesel,38.25,600.14
2015-10-15 09:06,95-oktan,0.04,0.65
2015-10-13 09:35,Diesel,63.74,"1,000.08"
2015-10-11 12:03,Diesel,63.74,"1,000.08"
2015-10-10 15:56,95-oktan,20.79,338.67
2015-10-10 13:22,Diesel,21.19,332.47
2015-10-10 13:02,95-oktan,20.89,340.30
2015-10-10 07:57,95-oktan,38.43,626.02
2015-10-09 17:31,95-oktan,14.67,238.97
2015-10-06 13:32,95-oktan,60.29,982.12
2015-10-05 09:08,95-oktan,21.35,347.79
2015-10-04 14:08,95-oktan,11.41,185.87
2015-10-04 09:23,95-oktan,36.84,600.12
2015-10-04 09:20,95-oktan,100.00,"1,629.00"
2015-10-03 13:00,95-oktan,36.84,600.12
2015-10-03 12:29,Diesel,5.17,81.12
2015-10-03 08:03,Diesel,29.05,455.79
2015-10-03 07:50,95-oktan,36.84,600.12
2015-10-01 16:52,95-oktan,61.39,"1,000.04"
2015-09-30 11:32,95-oktan,36.84,600.12
2015-09-30 11:28,95-oktan,36.84,600.12
2015-09-29 14:20,95-oktan,36.84,600.12
2015-09-29 14:17,95-oktan,36.84,600.12
2015-09-28 14:36,95-oktan,18.34,298.76
2015-09-28 12:48,95-oktan,61.39,"1,000.04"
2015-09-27 11:12,95-oktan,36.84,600.12
2015-09-26 18:37,Diesel,0.55,8.63
2015-09-26 17:38,Diesel,43.55,683.30
2015-09-26 16:43,Diesel,35.25,553.07
2015-09-26 16:35,Diesel,61.38,963.05
2015-09-26 16:04,Diesel,63.74,"1,000.08"
2015-09-26 16:01,Diesel,63.74,"1,000.08"
2015-09-26 15:16,95-oktan,21.83,355.61
2015-09-26 14:28,95-oktan,36.84,600.12
2015-09-26 13:00,Diesel,63.74,"1,000.08"
2015-09-26 12:54,95-oktan,19.01,309.67
2015-09-26 12:01,95-oktan,14.94,243.37
2015-09-26 11:59,95-oktan,36.84,600.12
2015-09-26 11:51,95-oktan,29.99,488.54
2015-09-26 10:29,Diesel,63.58,997.57
2015-09-25 17:30,Diesel,10.46,164.12
2015-09-24 10:06,95-oktan,26.21,426.96
2015-09-23 15:37,Diesel,76.49,"1,200.13"
2015-09-23 15:17,95-oktan,12.13,197.60
2015-09-23 15:14,95-oktan,29.21,475.83
2015-09-23 14:00,95-oktan,42.84,697.86
2015-09-23 13:07,95-oktan,36.84,600.12
2015-09-23 13:04,95-oktan,49.11,800.00
2015-09-23 09:06,Diesel,17.81,279.44
2015-09-23 07:54,95-oktan,36.84,600.12
2015-09-22 11:10,Diesel,22.15,347.53
2015-09-21 13:26,95-oktan,61.39,"1,000.04"
2015-09-21 10:40,Diesel,15.10,236.92
2015-09-21 10:12,95-oktan,36.84,600.12
2015-09-21 09:31,95-oktan,23.68,385.75
2015-09-21 09:06,95-oktan,17.24,280.84
2015-09-21 09:03,95-oktan,61.39,"1,000.04"
2015-09-20 18:11,95-oktan,73.67,"1,200.08"
2015-09-20 17:26,95-oktan,14.87,242.23
2015-09-20 16:36,95-oktan,36.84,600.12
2015-09-20 15:12,95-oktan,49.11,800.00
2015-09-20 14:56,Diesel,38.25,600.14
2015-09-20 14:29,95-oktan,36.84,600.12
2015-09-20 12:05,95-oktan,36.84,600.12
2015-09-19 18:38,Diesel,95.61,"1,500.12"
2015-09-19 17:16,95-oktan,36.84,600.12
2015-09-19 16:58,95-oktan,24.56,400.08
2015-09-19 16:49,Diesel,55.05,863.73
2015-09-19 16:45,Diesel,12.75,200.05
2015-09-19 16:43,Diesel,100.00,"1,569.00"
2015-09-19 15:36,Diesel,19.98,313.49
2015-09-19 13:59,95-oktan,12.28,200.04
2015-09-19 13:56,Diesel,38.25,600.14
2015-09-19 13:30,95-oktan,6.05,98.55
2015-09-19 13:16,95-oktan,61.39,"1,000.04"
2015-09-19 12:06,95-oktan,24.56,400.08
2015-09-19 11:31,95-oktan,18.46,300.71
2015-09-19 10:24,Diesel,9.87,154.86
2015-09-19 09:50,Diesel,76.49,"1,200.13"
2015-09-19 09:08,Diesel,95.61,"1,500.12"
2015-09-14 11:43,Diesel,23.76,372.79
2015-09-13 12:21,Diesel,12.84,201.46
2015-09-13 12:19,Diesel,38.25,600.14
2015-09-13 12:16,Diesel,38.25,600.14
2015-09-13 11:17,95-oktan,29.02,472.74
2015-09-13 10:58,Diesel,5.09,79.86
2015-09-13 10:47,Diesel,38.05,597.00
2015-09-13 10:14,95-oktan,8.83,143.84
2015-09-13 10:13,95-oktan,15.24,248.26
2015-09-12 17:39,Diesel,36.46,572.06
2015-09-12 16:27,95-oktan,13.65,222.36
2015-09-12 16:24,95-oktan,12.09,196.95
2015-09-12 15:25,Diesel,49.33,773.99
2015-09-12 14:22,95-oktan,61.39,"1,000.04"
2015-09-12 14:00,Diesel,41.66,653.65
2015-09-12 13:49,Diesel,31.01,486.55
2015-09-12 13:19,95-oktan,36.84,600.12
2015-09-12 13:02,Diesel,15.04,235.98
2015-09-12 12:27,Diesel,77.99,"1,223.66"
2015-09-12 12:20,Diesel,3.40,53.35
2015-09-12 12:14,Diesel,20.03,314.27
2015-09-12 11:34,95-oktan,25.69,418.49
2015-09-11 20:19,95-oktan,12.18,198.41
2015-09-11 17:11,95-oktan,13.82,225.13
2015-09-11 16:16,95-oktan,13.71,223.34
2015-09-11 14:19,95-oktan,36.84,600.12
2015-09-11 13:50,95-oktan,5.22,85.03
2015-09-11 13:45,95-oktan,49.11,800.00
2015-09-10 18:52,95-oktan,61.39,"1,000.04"
2015-09-09 15:24,95-oktan,24.14,393.24
2015-09-09 15:19,95-oktan,36.84,600.12
2015-09-08 19:51,95-oktan,92.09,"1,500.15"
2015-09-08 18:13,95-oktan,15.72,256.08
2015-09-07 13:00,95-oktan,0.00,0.00
2015-09-05 15:48,Diesel,0.06,0.94
2015-09-05 15:39,95-oktan,12.30,200.37
2015-09-05 14:21,95-oktan,11.95,194.67
2015-09-04 18:46,95-oktan,36.84,600.12
2015-09-04 18:42,95-oktan,36.84,600.12
2015-09-04 17:43,95-oktan,36.54,595.24
2015-09-04 17:29,Diesel,0.03,0.47
2015-09-04 17:24,Diesel,0.01,0.16
2015-09-04 17:21,Diesel,0.06,0.94
2015-09-04 17:05,Diesel,0.29,4.55
2015-09-04 12:24,Diesel,2.34,36.71
2015-09-04 07:45,Diesel,3.13,49.11
2015-09-02 10:28,Diesel,10.99,172.43
2015-09-02 10:24,Diesel,34.31,538.32
2015-09-02 09:09,95-oktan,69.38,"1,130.20"
2015-09-02 09:05,95-oktan,100.00,"1,629.00"
2015-09-01 15:26,Diesel,38.25,600.14
2015-09-01 15:16,Diesel,34.47,540.83
2015-08-31 18:24,Diesel,4.39,68.88
2015-08-31 18:21,Diesel,50.99,800.03
2015-08-30 15:29,95-oktan,15.69,255.59
2015-08-30 15:19,95-oktan,6.04,98.39
2015-08-30 15:14,95-oktan,19.16,312.12
2015-08-30 14:56,95-oktan,8.60,140.09
2015-08-30 14:18,95-oktan,9.24,150.52
2015-08-30 14:02,95-oktan,36.84,600.12
2015-08-30 13:09,95-oktan,23.89,389.17
2015-08-30 10:13,95-oktan,49.11,800.00
2015-08-29 15:16,Diesel,9.68,151.88
2015-08-29 15:12,Diesel,38.25,600.14
2015-08-29 12:31,Diesel,8.41,131.95
2015-08-29 11:03,Diesel,19.13,300.15
2015-08-28 17:46,95-oktan,42.98,700.14
2015-08-25 17:03,Diesel,50.96,799.56
2015-08-25 16:59,Diesel,100.00,"1,569.00"
2015-08-25 16:53,Diesel,100.00,"1,569.00"
2015-08-25 09:26,95-oktan,6.96,113.38
2015-08-23 18:33,Diesel,28.01,439.48
2015-08-23 14:46,Diesel,95.61,"1,500.12"
2015-08-23 12:08,Diesel,100.00,"1,569.00"
2015-08-23 10:46,Diesel,38.25,600.14
2015-08-22 20:56,95-oktan,0.26,4.24
2015-08-22 20:50,95-oktan,0.20,3.26
2015-08-22 19:20,95-oktan,41.33,673.27
2015-08-22 18:23,95-oktan,18.42,300.06
2015-08-22 18:11,95-oktan,36.84,600.12
2015-08-22 18:04,95-oktan,15.51,252.66
2015-08-22 17:49,95-oktan,8.55,139.28
2015-08-22 17:41,95-oktan,45.55,742.01
2015-08-22 17:36,95-oktan,22.34,363.92
2015-08-22 17:32,95-oktan,18.69,304.46
2015-08-22 17:27,95-oktan,36.84,600.12
2015-08-22 17:23,95-oktan,36.84,600.12
2015-08-22 16:16,95-oktan,30.83,502.22
2015-08-22 15:51,95-oktan,9.99,162.74
2015-08-22 15:42,95-oktan,0.01,0.16
2015-08-22 14:56,Diesel,29.95,469.92
2015-08-22 14:43,95-oktan,8.13,132.44
2015-08-22 14:22,95-oktan,8.99,146.45
2015-08-22 14:00,95-oktan,18.24,297.13
2015-08-22 13:57,95-oktan,6.79,110.61
2015-08-22 13:25,95-oktan,36.84,600.12
2015-08-22 12:54,95-oktan,73.67,"1,200.08"
2015-08-22 12:49,95-oktan,17.58,286.38
2015-08-22 12:46,95-oktan,100.00,"1,629.00"
2015-08-22 12:41,Diesel,4.87,76.41
2015-08-22 12:37,Diesel,99.04,"1,553.94"
2015-08-22 12:28,95-oktan,5.31,86.50
2015-08-22 12:26,Diesel,12.32,193.30
2015-08-22 12:25,95-oktan,18.59,302.83
2015-08-22 12:15,95-oktan,4.69,76.40
2015-08-22 12:06,95-oktan,28.87,470.29
2015-08-22 11:54,95-oktan,12.70,206.88
2015-08-22 11:42,95-oktan,5.27,85.85
2015-08-22 11:25,95-oktan,32.90,535.94
2015-08-22 11:18,95-oktan,36.84,600.12
2015-08-22 11:14,95-oktan,36.84,600.12
2015-08-22 11:10,Diesel,10.88,170.71
2015-08-22 11:10,95-oktan,30.56,497.82
2015-08-22 11:05,95-oktan,14.95,243.54
2015-08-22 10:51,Diesel,38.25,600.14
2015-08-22 10:37,Diesel,10.81,169.61
2015-08-22 10:08,95-oktan,36.56,595.56
2015-08-22 10:00,Diesel,100.00,"1,569.00"
2015-08-21 20:36,95-oktan,30.23,492.45
2015-08-21 20:01,Diesel,17.81,279.44
2015-08-21 19:11,95-oktan,7.62,124.13
2015-08-21 19:06,95-oktan,36.84,600.12
2015-08-21 19:00,95-oktan,36.84,600.12
2015-08-21 18:36,95-oktan,31.14,507.27
2015-08-21 18:12,95-oktan,14.29,232.78
2015-08-21 17:42,95-oktan,61.39,"1,000.04"
2015-08-21 16:28,Diesel,11.71,183.73
2015-08-21 15:48,Diesel,10.93,171.49
2015-08-21 15:44,Diesel,38.25,600.14
2015-08-21 15:15,95-oktan,18.92,308.21
2015-08-21 14:23,Diesel,63.74,"1,000.08"
2015-08-21 13:32,95-oktan,36.84,600.12
2015-08-21 13:03,95-oktan,5.82,94.81
2015-08-21 12:38,Diesel,37.94,595.28
2015-08-21 12:16,Diesel,15.54,243.82
2015-08-21 11:24,95-oktan,15.52,252.82
2015-08-21 11:16,95-oktan,36.84,600.12
2015-08-21 11:06,Diesel,89.23,"1,400.02"
2015-08-21 10:54,95-oktan,18.37,299.25
2015-08-21 10:33,Diesel,95.61,"1,500.12"
2015-08-21 10:29,Diesel,100.00,"1,569.00"
2015-08-21 10:07,95-oktan,29.10,474.04
2015-08-21 09:10,Diesel,8.34,130.85
2015-08-21 08:47,Diesel,12.52,196.44
2015-08-20 19:51,95-oktan,11.67,190.10
2015-08-20 18:11,95-oktan,12.02,195.81
2015-08-20 17:21,95-oktan,36.84,600.12
2015-08-20 17:05,95-oktan,44.20,720.02
2015-08-20 16:57,95-oktan,10.18,165.83
2015-08-20 15:20,Diesel,100.00,"1,569.00"
2015-08-20 15:13,Diesel,100.00,"1,569.00"
2015-08-20 14:18,Diesel,100.00,"1,569.00"
2015-08-20 13:34,95-oktan,61.39,"1,000.04"
2015-08-20 12:21,95-oktan,10.59,172.51
2015-08-20 12:11,95-oktan,36.35,592.14
2015-08-20 12:06,Diesel,0.00,0.00
2015-08-20 11:35,95-oktan,49.11,800.00
2015-08-20 11:26,Diesel,5.03,78.92
2015-08-20 11:13,Diesel,100.00,"1,569.00"
2015-08-20 10:59,95-oktan,61.39,"1,000.04"
2015-08-19 20:37,95-oktan,12.34,201.02
2015-08-19 18:24,95-oktan,14.38,234.25
2015-08-19 15:30,95-oktan,20.08,327.10
2015-08-19 14:47,95-oktan,11.89,193.69
2015-08-19 14:33,95-oktan,11.18,182.12
2015-08-19 13:59,95-oktan,9.72,158.34
2015-08-19 13:15,Diesel,5.00,78.45
2015-08-19 12:54,95-oktan,14.98,244.02
2015-08-19 12:04,95-oktan,27.85,453.68
2015-08-19 09:23,Diesel,12.75,200.05
2015-08-18 18:59,95-oktan,36.84,600.12
2015-08-18 18:25,95-oktan,9.78,159.32
2015-08-18 16:57,95-oktan,29.21,475.83
2015-08-18 16:46,95-oktan,38.61,628.96
2015-08-18 16:35,95-oktan,19.10,311.14
2015-08-18 16:04,Diesel,44.80,702.91
2015-08-18 13:26,95-oktan,5.61,91.39
2015-08-18 13:08,95-oktan,36.69,597.68
2015-08-18 12:42,95-oktan,32.14,523.56
2015-08-18 12:02,Diesel,100.00,"1,569.00"
2015-08-18 11:56,Diesel,63.74,"1,000.08"
2015-08-18 10:38,Diesel,100.00,"1,569.00"
2015-08-17 16:39,95-oktan,36.84,600.12
2015-08-16 20:23,95-oktan,48.59,791.53
2015-08-16 17:25,95-oktan,6.12,99.69
2015-08-16 15:26,Diesel,10.03,157.37
2015-08-16 14:22,Diesel,10.06,157.84
2015-08-16 14:09,95-oktan,41.03,668.38
2015-08-16 11:56,Diesel,50.99,800.03
2015-08-16 11:38,Diesel,10.24,160.67
2015-08-15 19:56,95-oktan,61.39,"1,000.04"
2015-08-15 16:40,95-oktan,36.84,600.12
2015-08-15 15:33,Diesel,57.37,900.14
2015-08-15 15:30,Diesel,6.38,100.10
2015-08-15 15:22,Diesel,100.00,"1,569.00"
2015-08-15 15:16,95-oktan,14.10,229.69
2015-08-15 15:10,95-oktan,36.84,600.12
2015-08-15 15:01,95-oktan,26.51,431.85
2015-08-15 14:57,95-oktan,15.20,247.61
2015-08-15 14:49,95-oktan,92.09,"1,500.15"
2015-08-15 14:16,Diesel,8.44,132.42
2015-08-15 14:07,Diesel,47.40,743.71
2015-08-15 13:59,95-oktan,9.43,153.61
2015-08-15 13:56,95-oktan,6.14,100.02
2015-08-15 13:11,95-oktan,36.84,600.12
2015-08-15 13:07,95-oktan,73.73,"1,201.06"
2015-08-15 13:00,95-oktan,36.84,600.12
2015-08-15 12:55,95-oktan,3.21,52.29
2015-08-15 12:47,95-oktan,36.84,600.12
2015-08-15 12:31,95-oktan,5.19,84.55
2015-08-15 12:25,Diesel,25.01,392.41
2015-08-15 12:18,95-oktan,12.33,200.86
2015-08-15 12:14,95-oktan,20.07,326.94
2015-08-15 12:10,Diesel,8.22,128.97
2015-08-15 12:04,95-oktan,31.03,505.48
2015-08-15 12:00,95-oktan,27.96,455.47
2015-08-15 11:53,95-oktan,24.59,400.57
2015-08-15 11:50,Diesel,16.81,263.75
2015-08-15 11:45,95-oktan,17.15,279.37
2015-08-15 11:37,95-oktan,100.00,"1,629.00"
2015-08-15 11:12,95-oktan,99.41,"1,619.39"
2015-08-15 11:05,95-oktan,55.25,900.02
2015-08-15 10:56,Diesel,43.58,683.77
2015-08-15 10:53,Diesel,100.00,"1,569.00"
2015-08-15 10:30,Diesel,6.82,107.01
2015-08-15 10:07,95-oktan,19.01,309.67
2015-08-15 09:53,95-oktan,6.52,106.21
2015-08-14 21:26,Diesel,15.35,240.84
2015-08-14 20:32,Diesel,10.27,161.14
2015-08-14 18:52,95-oktan,36.84,600.12
2015-08-14 18:10,95-oktan,1.97,32.09
2015-08-14 18:00,95-oktan,5.26,85.69
2015-08-14 17:52,95-oktan,21.02,342.42
2015-08-14 17:22,95-oktan,3.69,60.11
2015-08-14 17:20,Diesel,38.01,596.38
2015-08-14 16:52,95-oktan,36.84,600.12
2015-08-14 16:37,95-oktan,36.84,600.12
2015-08-14 16:34,95-oktan,22.46,365.87
2015-08-14 15:58,95-oktan,13.75,223.99
2015-08-14 14:45,Diesel,62.53,981.10
2015-08-14 14:33,95-oktan,17.76,289.31
2015-08-14 14:25,95-oktan,11.10,180.82
2015-08-14 14:19,95-oktan,61.39,"1,000.04"
2015-08-14 14:11,Diesel,21.44,336.39
2015-08-14 11:41,Diesel,15.93,249.94
2015-08-14 11:12,Diesel,31.54,494.86
2015-08-14 11:03,Diesel,95.61,"1,500.12"
2015-08-14 10:53,Diesel,31.17,489.06
2015-08-14 10:50,95-oktan,4.99,81.29
2015-08-14 09:58,95-oktan,1.45,23.62
2015-08-14 09:41,95-oktan,61.39,"1,000.04"
2015-08-14 08:26,95-oktan,46.98,765.30
2015-08-13 22:45,95-oktan,26.00,423.54
2015-08-13 21:06,Diesel,38.25,600.14
2015-08-13 20:17,Diesel,28.80,451.87
2015-08-13 18:13,95-oktan,36.84,600.12
2015-08-13 17:49,95-oktan,38.70,630.42
2015-08-13 17:29,95-oktan,11.22,182.77
2015-08-13 17:20,95-oktan,34.24,557.77
2015-08-13 16:39,95-oktan,19.15,311.95
2015-08-13 16:33,95-oktan,60.46,984.89
2015-08-13 16:03,95-oktan,39.38,641.50
2015-08-13 15:58,95-oktan,59.52,969.58
2015-08-13 15:34,95-oktan,36.84,600.12
2015-08-13 15:30,95-oktan,73.67,"1,200.08"
2015-08-13 13:59,95-oktan,25.45,414.58
2015-08-13 13:37,Diesel,29.68,465.68
2015-08-13 13:13,95-oktan,6.26,101.98
2015-08-13 12:48,Diesel,38.25,600.14
2015-08-13 12:47,95-oktan,47.25,769.70
2015-08-13 12:35,95-oktan,30.51,497.01
2015-08-13 12:29,95-oktan,18.63,303.48
2015-08-13 12:27,95-oktan,100.00,"1,629.00"
2015-08-13 12:19,Diesel,51.19,803.17
2015-08-13 12:16,Diesel,100.00,"1,569.00"
2015-08-13 12:09,95-oktan,5.73,93.34
2015-08-13 12:05,Diesel,19.99,313.64
2015-08-13 12:01,Diesel,38.25,600.14
2015-08-13 11:46,95-oktan,18.15,295.66
2015-08-13 11:41,95-oktan,28.74,468.17
2015-08-13 11:17,95-oktan,73.67,"1,200.08"
2015-08-13 11:02,95-oktan,9.28,151.17
2015-08-13 10:42,95-oktan,20.61,335.74
2015-08-13 10:36,Diesel,37.92,594.96
2015-08-13 10:30,95-oktan,24.18,393.89
2015-08-13 09:37,Diesel,27.60,433.04
2015-08-13 08:40,Diesel,56.51,886.64
2015-08-13 07:59,Diesel,25.70,403.23
2015-08-12 18:59,Diesel,80.97,"1,270.42"
2015-08-12 18:25,Diesel,28.13,441.36
2015-08-12 17:27,95-oktan,36.84,600.12
2015-08-12 16:48,Diesel,100.00,"1,569.00"
2015-08-12 15:51,95-oktan,19.94,324.82
2015-08-12 15:32,95-oktan,14.44,235.23
2015-08-12 15:16,95-oktan,16.52,269.11
2015-08-12 14:51,95-oktan,25.31,412.30
2015-08-12 14:43,95-oktan,11.49,187.17
2015-08-12 14:41,95-oktan,6.42,104.58
2015-08-12 13:38,95-oktan,92.09,"1,500.15"
2015-08-12 13:32,95-oktan,13.82,225.13
2015-08-12 13:28,95-oktan,12.28,200.04
2015-08-12 13:27,95-oktan,36.59,596.05
