datum,produkt,volym,belopp
2017-06-20 17:48,95-oktan,5.71,93.93
2017-06-20 17:04,95-oktan,11.73,192.96
2017-06-20 16:04,95-oktan,30.40,500.08
2017-06-20 15:58,95-oktan,91.19,"1,500.08"
2017-06-20 15:47,Diesel,61.54,"1,000.02"
2017-06-20 13:57,Diesel,43.08,700.05
2017-06-20 13:55,Diesel,30.77,500.01
2017-06-19 18:13,95-oktan,30.40,500.08
2017-06-19 18:11,95-oktan,30.40,500.08
2017-06-19 15:21,95-oktan,2.85,46.88
2017-06-19 15:18,95-oktan,41.46,682.02
2017-06-19 15:14,95-oktan,42.56,700.11
2017-06-19 13:25,Diesel,21.30,346.12
2017-06-19 12:09,95-oktan,19.72,324.39
2017-06-19 09:21,95-oktan,28.08,461.92
2017-06-18 20:35,Diesel,23.30,378.62
2017-06-18 14:48,95-oktan,30.40,500.08
2017-06-18 13:32,95-oktan,99.99,"1,644.84"
2017-06-18 13:27,95-oktan,100.00,"1,645.00"
2017-06-18 11:56,Diesel,46.80,760.50
2017-06-18 11:46,Diesel,51.07,829.89
2017-06-18 11:43,Diesel,99.05,"1,609.56"
2017-06-18 10:47,95-oktan,13.47,221.58
2017-06-17 17:06,Diesel,18.47,300.14
2017-06-17 16:46,95-oktan,60.79,"1,000.00"
2017-06-16 19:25,95-oktan,18.24,300.05
2017-06-16 17:50,Diesel,61.54,"1,000.02"
2017-06-16 16:32,95-oktan,30.40,500.08
2017-06-16 14:41,95-oktan,79.96,"1,315.34"
2017-06-15 19:15,95-oktan,12.54,200.01
2017-06-15 19:12,95-oktan,18.81,300.02
2017-06-15 18:08,95-oktan,43.89,700.05
2017-06-15 16:45,95-oktan,5.19,82.78
2017-06-15 16:25,Diesel,20.43,321.77
2017-06-15 16:23,[Ingen produkt],0.00,0.00
2017-06-15 13:21,Diesel,19.05,300.04
2017-06-15 12:18,Diesel,30.62,482.26
2017-06-15 12:15,Diesel,63.50,"1,000.12"
2017-06-15 10:14,Diesel,9.00,141.75
2017-06-14 17:54,Diesel,30.43,479.27
2017-06-14 16:11,Diesel,61.95,975.71
2017-06-14 16:04,Diesel,100.00,"1,575.00"
2017-06-14 07:31,95-oktan,10.20,162.69
2017-06-14 07:28,95-oktan,31.35,500.03
2017-06-13 17:31,95-oktan,12.54,200.01
2017-06-13 14:31,95-oktan,56.00,893.20
2017-06-13 14:25,95-oktan,10.04,160.14
2017-06-13 14:08,95-oktan,62.70,"1,000.06"
2017-06-13 13:37,Diesel,95.24,"1,500.03"
2017-06-13 13:12,Diesel,24.03,378.47
2017-06-13 11:05,Diesel,31.75,500.06
2017-06-13 11:02,Diesel,63.50,"1,000.12"
2017-06-13 08:26,Diesel,19.05,300.04
2017-06-13 08:21,Diesel,12.70,200.02
2017-06-12 18:51,95-oktan,71.83,"1,145.69"
2017-06-11 15:23,Diesel,92.52,"1,457.19"
2017-06-11 10:00,Diesel,14.22,223.96
2017-06-10 21:20,95-oktan,12.54,200.01
2017-06-10 11:03,95-oktan,30.00,478.50
2017-06-09 18:56,Diesel,100.00,"1,575.00"
2017-06-09 18:51,Diesel,100.00,"1,575.00"
2017-06-09 18:48,Diesel,100.00,"1,575.00"
2017-06-09 18:43,Diesel,100.00,"1,575.00"
2017-06-09 18:40,Diesel,100.00,"1,575.00"
2017-06-09 18:36,Diesel,100.00,"1,575.00"
2017-06-09 18:36,95-oktan,23.12,368.76
2017-06-09 18:33,95-oktan,100.00,"1,595.00"
2017-06-09 18:33,Diesel,100.00,"1,575.00"
2017-06-09 16:03,95-oktan,58.69,936.11
2017-06-09 15:59,95-oktan,100.00,"1,595.00"
2017-06-09 15:24,95-oktan,66.05,"1,053.50"
2017-06-09 10:00,Diesel,9.72,153.09
2017-06-09 09:57,Diesel,12.70,200.02
2017-06-08 10:03,Diesel,37.26,586.84
2017-06-06 16:18,95-oktan,19.51,311.18
2017-06-06 15:38,95-oktan,11.87,189.33
2017-06-06 15:12,95-oktan,31.35,500.03
2017-06-06 11:42,Diesel,31.75,500.06
2017-06-06 11:13,95-oktan,13.02,207.67
2017-06-06 11:05,95-oktan,43.13,687.92
2017-06-06 10:37,Diesel,24.14,380.20
2017-06-04 16:03,95-oktan,31.35,500.03
2017-06-04 15:12,95-oktan,62.70,"1,000.06"
2017-06-04 15:06,95-oktan,62.70,"1,000.06"
2017-06-04 11:07,95-oktan,43.89,700.05
2017-06-03 19:08,95-oktan,23.68,377.70
2017-06-03 15:59,95-oktan,10.18,162.37
2017-06-03 15:16,95-oktan,94.05,"1,500.10"
2017-06-03 14:56,95-oktan,77.03,"1,228.63"
2017-06-03 13:17,95-oktan,18.81,300.02
2017-06-03 13:03,95-oktan,62.59,998.31
2017-06-03 12:48,Diesel,39.73,625.75
2017-06-03 12:43,Diesel,43.92,691.74
2017-06-03 09:39,Diesel,16.57,260.98
2017-06-02 18:59,95-oktan,94.05,"1,500.10"
2017-06-01 17:52,95-oktan,20.69,330.01
2017-06-01 16:33,95-oktan,15.80,252.01
2017-06-01 11:56,95-oktan,62.70,"1,000.06"
2017-05-30 15:17,Diesel,29.38,462.74
2017-05-30 09:10,Diesel,5.46,86.00
2017-05-30 09:05,Diesel,12.70,200.02
2017-05-29 09:10,Diesel,6.99,110.09
2017-05-29 09:08,Diesel,12.70,200.02
2017-05-28 07:47,Diesel,8.51,134.03
2017-05-27 19:47,95-oktan,0.95,15.15
2017-05-27 19:40,Diesel,25.73,405.25
2017-05-27 16:49,95-oktan,7.67,122.34
2017-05-27 16:43,95-oktan,75.76,"1,208.37"
2017-05-27 16:38,95-oktan,100.00,"1,595.00"
2017-05-27 16:12,95-oktan,50.95,812.65
2017-05-27 15:40,Diesel,74.68,"1,176.21"
2017-05-27 15:34,Diesel,99.19,"1,562.24"
2017-05-27 15:29,Diesel,0.00,0.00
2017-05-27 15:24,95-oktan,12.54,200.01
2017-05-27 13:22,95-oktan,22.92,365.57
2017-05-27 13:18,95-oktan,94.05,"1,500.10"
2017-05-27 12:56,95-oktan,18.81,300.02
2017-05-27 12:50,Diesel,19.05,300.04
2017-05-27 12:38,95-oktan,12.54,200.01
2017-05-27 11:58,95-oktan,16.23,258.87
2017-05-27 11:55,95-oktan,62.70,"1,000.06"
2017-05-27 11:51,95-oktan,8.43,134.46
2017-05-27 11:48,Diesel,62.63,986.42
2017-05-27 10:51,95-oktan,6.68,106.55
2017-05-27 10:47,Diesel,95.24,"1,500.03"
2017-05-27 10:43,Diesel,95.24,"1,500.03"
2017-05-26 18:15,95-oktan,11.82,188.53
2017-05-26 16:59,Diesel,30.98,487.94
2017-05-26 16:30,95-oktan,14.79,235.90
2017-05-26 16:27,95-oktan,62.70,"1,000.06"
2017-05-26 15:27,95-oktan,10.06,160.46
2017-05-26 15:20,95-oktan,12.54,200.01
2017-05-26 15:02,Diesel,63.12,994.14
2017-05-26 14:59,Diesel,63.50,"1,000.12"
2017-05-26 14:55,95-oktan,41.01,654.11
2017-05-26 14:54,95-oktan,9.24,147.38
2017-05-26 14:50,95-oktan,31.35,500.03
2017-05-26 14:22,Diesel,10.53,165.85
2017-05-26 14:17,95-oktan,25.08,400.03
2017-05-26 14:10,Diesel,6.35,100.01
2017-05-26 14:08,Diesel,6.35,100.01
2017-05-26 14:05,95-oktan,42.57,678.99
2017-05-26 13:54,95-oktan,15.92,253.92
2017-05-26 13:51,95-oktan,94.05,"1,500.10"
2017-05-26 13:45,95-oktan,15.38,245.31
2017-05-26 13:43,95-oktan,62.70,"1,000.06"
2017-05-26 13:32,Diesel,40.55,638.66
2017-05-26 13:16,95-oktan,31.35,500.03
2017-05-26 13:12,95-oktan,62.70,"1,000.06"
2017-05-26 13:08,95-oktan,26.57,423.79
2017-05-26 13:06,95-oktan,78.21,"1,247.45"
2017-05-26 13:01,95-oktan,100.00,"1,595.00"
2017-05-26 12:32,95-oktan,43.89,700.05
2017-05-26 12:28,95-oktan,18.81,300.02
2017-05-26 12:23,95-oktan,12.54,200.01
2017-05-26 12:20,95-oktan,94.05,"1,500.10"
2017-05-26 12:06,Diesel,12.70,200.02
2017-05-26 11:48,95-oktan,62.70,"1,000.06"
2017-05-26 11:44,95-oktan,62.70,"1,000.06"
2017-05-26 11:37,95-oktan,43.89,700.05
2017-05-26 11:20,Diesel,95.24,"1,500.03"
2017-05-26 11:18,95-oktan,12.54,200.01
2017-05-26 11:01,95-oktan,21.28,339.42
2017-05-26 08:31,95-oktan,18.07,288.22
2017-05-25 21:39,95-oktan,6.27,100.01
2017-05-25 17:58,95-oktan,12.54,200.01
2017-05-25 16:48,95-oktan,43.89,700.05
2017-05-25 16:37,Diesel,44.45,700.09
2017-05-25 16:17,95-oktan,53.06,846.31
2017-05-25 16:01,95-oktan,62.70,"1,000.06"
2017-05-25 15:43,95-oktan,8.59,137.01
2017-05-25 15:27,95-oktan,27.28,435.12
2017-05-25 14:40,95-oktan,43.89,700.05
2017-05-25 13:06,95-oktan,62.70,"1,000.06"
2017-05-25 12:56,Diesel,5.54,87.26
2017-05-25 12:23,95-oktan,31.35,500.03
2017-05-25 12:20,95-oktan,43.89,700.05
2017-05-25 12:02,95-oktan,23.12,368.76
2017-05-25 12:00,95-oktan,43.89,700.05
2017-05-25 11:42,Diesel,63.50,"1,000.12"
2017-05-25 11:39,[Ingen produkt],0.00,0.00
2017-05-25 11:36,Diesel,10.05,158.29
2017-05-25 08:11,95-oktan,6.27,100.01
2017-05-25 08:09,95-oktan,18.81,300.02
2017-05-24 19:41,95-oktan,62.70,"1,000.06"
2017-05-24 15:08,95-oktan,18.81,300.02
2017-05-24 10:24,95-oktan,98.09,"1,564.54"
2017-05-23 19:15,Diesel,17.69,278.62
2017-05-22 13:17,Diesel,9.31,146.63
2017-05-22 13:11,Diesel,19.05,300.04
2017-05-22 13:10,Diesel,44.45,700.09
2017-05-21 11:29,95-oktan,100.00,"1,595.00"
2017-05-21 09:37,Diesel,16.08,253.26
2017-05-20 14:50,95-oktan,50.58,806.75
2017-05-20 14:46,95-oktan,18.81,300.02
2017-05-20 13:34,95-oktan,100.00,"1,595.00"
2017-05-20 12:55,Diesel,25.40,400.05
2017-05-20 11:49,95-oktan,62.70,"1,000.06"
2017-05-20 11:22,95-oktan,62.70,"1,000.06"
2017-05-20 11:15,95-oktan,61.84,986.35
2017-05-19 21:24,95-oktan,12.54,200.01
2017-05-19 17:59,95-oktan,62.70,"1,000.06"
2017-05-19 14:23,95-oktan,100.00,"1,595.00"
2017-05-19 13:21,Diesel,4.80,75.60
2017-05-19 12:47,Diesel,33.82,532.66
2017-05-19 12:45,Diesel,95.24,"1,500.03"
2017-05-13 15:44,95-oktan,29.22,466.06
2017-05-13 10:36,Diesel,8.42,132.62
2017-05-12 16:00,95-oktan,99.76,"1,591.17"
2017-05-12 15:25,Diesel,31.75,500.06
2017-05-12 13:36,95-oktan,0.13,2.07
2017-05-06 18:03,Diesel,95.24,"1,500.03"
2017-05-06 16:02,95-oktan,50.26,801.65
2017-05-06 15:38,95-oktan,25.08,400.03
2017-05-06 15:21,Diesel,12.00,189.00
2017-05-06 15:07,Diesel,10.01,157.66
2017-05-06 14:01,95-oktan,43.89,700.05
2017-05-06 12:52,95-oktan,94.05,"1,500.10"
2017-05-06 12:15,Diesel,10.40,163.80
2017-05-06 11:23,Diesel,63.50,"1,000.12"
2017-05-06 11:05,95-oktan,62.70,"1,000.06"
2017-05-05 16:56,95-oktan,94.05,"1,500.10"
2017-05-05 16:25,95-oktan,62.70,"1,000.06"
2017-05-05 16:22,95-oktan,0.02,0.32
2017-05-05 09:21,Diesel,44.45,700.09
2017-05-01 16:06,Diesel,76.20,"1,200.15"
2017-05-01 14:00,95-oktan,0.00,0.00
2017-05-01 13:56,95-oktan,0.00,0.00
2017-05-01 13:25,95-oktan,0.03,0.48
2017-05-01 13:21,95-oktan,0.05,0.80
2017-05-01 11:49,Diesel,19.80,311.85
2017-05-01 11:43,Diesel,63.50,"1,000.12"
2017-05-01 10:47,95-oktan,0.14,2.23
2017-04-30 17:59,Diesel,21.03,331.22
2017-04-30 16:26,95-oktan,0.52,8.29
2017-04-30 13:33,95-oktan,1.00,15.95
2017-04-29 17:02,Diesel,6.35,100.01
2017-04-29 12:50,Diesel,63.50,"1,000.12"
2017-04-29 11:54,Diesel,63.50,"1,000.12"
2017-04-28 14:16,95-oktan,32.81,523.32
2017-04-27 12:47,Diesel,16.99,267.59
2017-04-27 12:45,Diesel,63.03,992.72
2017-04-19 11:25,95-oktan,24.75,394.76
2017-04-19 11:22,95-oktan,43.73,697.49
2017-04-17 13:01,Diesel,21.41,337.21
2017-04-16 11:24,95-oktan,62.70,"1,000.06"
2017-04-14 11:32,Diesel,9.88,155.61
2017-04-13 15:43,95-oktan,25.27,403.06
2017-04-13 13:58,95-oktan,24.00,382.80
2017-04-13 13:55,95-oktan,100.00,"1,595.00"
2017-04-13 11:03,Diesel,100.00,"1,575.00"
2017-04-13 10:04,Diesel,31.75,500.06
2017-04-12 12:08,Diesel,31.75,500.06
2017-04-12 12:04,Diesel,19.05,300.04
2017-04-12 11:03,Diesel,57.72,909.09
2017-04-11 17:32,Diesel,95.24,"1,500.03"
2017-04-11 17:27,Diesel,63.50,"1,000.12"
2017-04-09 15:52,95-oktan,0.07,1.12
2017-04-09 15:50,Diesel,14.18,223.34
2017-04-07 16:06,Diesel,63.50,"1,000.12"
2017-04-06 10:47,95-oktan,62.70,"1,000.06"
2017-04-01 17:47,Diesel,31.75,500.06
2017-04-01 17:44,Diesel,100.00,"1,575.00"
2017-04-01 09:40,Diesel,15.53,244.60
2017-03-30 17:10,95-oktan,100.00,"1,595.00"
2017-03-28 11:02,Diesel,63.50,"1,000.12"
2017-03-26 12:43,Diesel,37.09,584.17
2017-02-14 12:52,Diesel,86.66,"1,364.90"
2016-12-27 12:59,Diesel,32.51,512.03
2016-12-04 11:22,95-oktan,20.47,326.50
2016-11-27 13:26,Diesel,40.07,631.10
2016-11-21 14:47,Diesel,63.40,998.55
2016-11-20 09:30,Diesel,38.00,598.50
2016-11-14 12:53,Diesel,38.00,598.50
2016-11-06 16:13,Diesel,43.16,679.77
2016-11-06 13:00,Diesel,50.75,799.31
2016-11-03 13:39,95-oktan,29.95,477.70
2016-11-02 14:39,95-oktan,32.31,515.34
2016-10-31 16:23,95-oktan,37.52,598.44
2016-10-30 10:48,Diesel,63.40,998.55
2016-10-29 21:25,Diesel,57.68,908.46
2016-10-29 12:04,95-oktan,62.60,998.47
2016-10-27 15:10,Diesel,19.79,311.69
2016-10-27 14:54,Diesel,38.00,598.50
2016-10-27 14:27,Diesel,20.03,315.47
2016-10-23 18:05,95-oktan,37.52,598.44
2016-10-17 10:29,Diesel,57.57,906.73
2016-10-16 14:04,95-oktan,28.29,451.23
2016-10-16 13:21,Diesel,36.80,579.60
2016-10-16 10:35,95-oktan,100.00,"1,595.00"
2016-10-15 10:19,Diesel,63.50,"1,000.12"
2016-10-14 09:59,95-oktan,62.70,"1,000.06"
2016-10-13 15:52,Diesel,38.10,600.08
2016-10-13 11:44,95-oktan,18.93,301.93
2016-10-13 10:10,95-oktan,26.91,429.21
2016-10-13 09:51,95-oktan,37.62,600.04
2016-10-12 08:47,95-oktan,18.65,297.47
2016-10-10 12:32,Diesel,0.00,0.00
2016-10-10 12:29,Diesel,0.00,0.00
2016-10-09 13:43,95-oktan,13.86,221.07
2016-10-08 13:30,95-oktan,37.62,600.04
2016-10-08 13:17,95-oktan,25.76,410.87
2016-10-08 13:11,95-oktan,37.62,600.04
2016-10-08 12:24,Diesel,24.88,391.86
2016-10-07 11:13,95-oktan,10.04,160.14
2016-10-07 09:19,95-oktan,27.87,444.53
2016-10-05 13:38,Diesel,11.31,178.13
2016-10-05 09:44,95-oktan,44.43,708.66
2016-10-05 09:30,95-oktan,62.70,"1,000.06"
2016-10-03 17:07,Diesel,38.10,600.08
2016-10-03 16:39,Diesel,63.50,"1,000.12"
2016-10-03 12:32,95-oktan,37.62,600.04
2016-10-03 11:36,95-oktan,62.70,"1,000.06"
2016-10-02 16:08,95-oktan,37.62,600.04
2016-10-02 15:08,95-oktan,24.84,396.20
2016-10-02 12:06,Diesel,8.51,134.03
2016-10-02 12:03,Diesel,38.10,600.08
2016-10-01 16:29,95-oktan,14.49,231.12
2016-10-01 14:06,95-oktan,37.62,600.04
2016-10-01 11:46,95-oktan,16.15,257.59
2016-10-01 10:46,Diesel,61.63,970.67
2016-10-01 08:27,95-oktan,62.70,"1,000.06"
2016-09-30 10:52,Diesel,3.39,53.39
2016-09-30 10:49,Diesel,38.10,600.08
2016-09-28 10:06,95-oktan,24.90,397.16
2016-09-27 13:52,Diesel,63.50,"1,000.12"
2016-09-27 12:20,Diesel,99.56,"1,568.07"
2016-09-27 12:15,Diesel,99.17,"1,561.93"
2016-09-27 09:51,95-oktan,51.47,820.95
2016-09-27 09:47,95-oktan,100.00,"1,595.00"
2016-09-26 15:41,95-oktan,37.62,600.04
2016-09-26 15:38,95-oktan,56.43,900.06
2016-09-26 10:58,95-oktan,50.16,800.05
2016-09-25 19:34,95-oktan,62.70,"1,000.06"
2016-09-25 17:07,95-oktan,50.16,800.05
2016-09-25 16:44,Diesel,33.32,524.79
2016-09-25 16:15,Diesel,10.67,168.05
2016-09-25 15:48,Diesel,10.88,171.36
2016-09-25 15:03,Diesel,63.50,"1,000.12"
2016-09-25 12:33,95-oktan,13.76,219.47
2016-09-25 11:25,95-oktan,12.56,200.33
2016-09-24 19:11,Diesel,0.07,1.10
2016-09-24 14:23,95-oktan,56.43,900.06
2016-09-24 13:10,Diesel,63.50,"1,000.12"
2016-09-23 20:24,95-oktan,21.96,350.26
2016-09-23 12:07,95-oktan,18.96,302.41
2016-09-23 07:59,Diesel,0.00,0.00
2016-09-23 07:54,Diesel,0.00,0.00
2016-09-22 13:05,Diesel,0.00,0.00
2016-09-22 13:03,Diesel,0.00,0.00
2016-09-22 12:58,Diesel,0.00,0.00
2016-09-22 12:08,Diesel,0.00,0.00
2016-09-22 11:38,Diesel,0.00,0.00
2016-09-22 11:35,Diesel,0.00,0.00
2016-09-21 11:24,95-oktan,0.00,0.00
2016-09-19 09:51,Diesel,15.03,236.72
2016-09-18 19:14,Diesel,23.23,365.87
2016-09-18 17:33,95-oktan,6.28,100.17
2016-09-18 17:29,95-oktan,37.62,600.04
2016-09-18 13:21,95-oktan,15.99,255.04
2016-09-18 13:05,Diesel,9.39,147.89
2016-09-17 16:45,95-oktan,14.80,236.06
2016-09-17 16:07,Diesel,38.10,600.08
2016-09-17 16:04,Diesel,38.10,600.08
2016-09-17 15:36,95-oktan,37.62,600.04
2016-09-17 14:31,95-oktan,50.16,800.05
2016-09-17 14:08,Diesel,38.10,600.08
2016-09-17 13:54,95-oktan,37.62,600.04
2016-09-17 13:31,95-oktan,37.62,600.04
2016-09-17 13:28,95-oktan,37.62,600.04
2016-09-17 12:40,95-oktan,19.43,309.91
2016-09-17 12:30,Diesel,63.50,"1,000.12"
2016-09-17 11:22,Diesel,15.28,240.66
2016-09-17 11:20,Diesel,63.50,"1,000.12"
2016-09-17 11:16,Diesel,63.50,"1,000.12"
2016-09-17 11:08,95-oktan,37.52,598.44
2016-09-16 12:46,95-oktan,36.25,578.19
2016-09-16 12:41,95-oktan,37.62,600.04
2016-09-16 12:13,Diesel,31.63,498.17
2016-09-16 11:52,95-oktan,59.29,945.68
2016-09-16 11:49,95-oktan,100.00,"1,595.00"
2016-09-16 09:15,Diesel,52.82,831.92
2016-09-15 18:15,95-oktan,37.62,600.04
2016-09-15 15:46,Diesel,52.05,819.79
2016-09-15 13:32,95-oktan,37.62,600.04
2016-09-15 13:00,Diesel,63.50,"1,000.12"
2016-09-15 11:45,95-oktan,37.62,600.04
2016-09-15 11:41,Diesel,20.33,320.20
2016-09-15 11:33,Diesel,3.93,61.90
2016-09-15 11:29,Diesel,19.05,300.04
2016-09-15 09:54,Diesel,19.73,310.75
2016-09-14 13:05,Diesel,32.45,511.09
2016-09-14 12:41,Diesel,6.77,106.63
2016-09-13 14:40,Diesel,20.01,315.16
2016-09-12 11:18,Diesel,19.01,299.41
2016-09-12 10:52,Diesel,15.70,247.28
2016-09-12 09:32,Diesel,22.09,347.92
2016-09-11 11:14,Diesel,30.44,479.43
2016-09-11 11:12,Diesel,95.24,"1,500.03"
2016-09-10 18:44,Diesel,3.74,58.90
2016-09-10 18:41,Diesel,38.10,600.08
2016-09-10 18:35,Diesel,42.26,665.60
2016-09-10 15:43,Diesel,10.29,162.07
2016-09-10 15:33,95-oktan,16.44,262.22
2016-09-10 15:22,Diesel,38.10,600.08
2016-09-10 15:20,Diesel,37.95,597.71
2016-09-10 14:58,95-oktan,47.67,760.34
2016-09-10 13:18,95-oktan,94.05,"1,500.10"
2016-09-10 12:06,95-oktan,6.23,99.37
2016-09-10 11:16,Diesel,63.50,"1,000.12"
2016-09-10 10:14,Diesel,43.46,684.50
2016-09-10 10:04,95-oktan,35.27,562.56
2016-09-09 17:38,95-oktan,62.70,"1,000.06"
2016-09-09 17:35,95-oktan,12.60,200.97
2016-09-09 15:37,95-oktan,12.75,203.36
2016-09-09 11:06,Diesel,25.11,395.48
2016-09-09 06:47,95-oktan,3.71,59.17
2016-09-09 06:45,95-oktan,93.66,"1,493.88"
2016-09-06 08:54,Diesel,5.42,85.36
2016-09-05 18:15,95-oktan,30.07,479.62
2016-09-05 17:51,Diesel,10.03,157.97
2016-09-05 13:24,95-oktan,26.22,418.21
2016-09-05 12:34,95-oktan,37.62,600.04
2016-09-05 09:30,Diesel,10.02,157.82
2016-09-04 16:51,95-oktan,26.53,423.15
2016-09-04 16:49,95-oktan,100.00,"1,595.00"
2016-09-04 16:44,Diesel,0.00,0.00
2016-09-04 16:03,Diesel,4.51,71.03
2016-09-04 16:01,Diesel,38.10,600.08
2016-09-04 15:59,Diesel,38.10,600.08
2016-09-04 15:56,Diesel,38.10,600.08
2016-09-04 15:27,95-oktan,37.09,591.59
2016-09-04 13:57,95-oktan,48.46,772.94
2016-09-04 13:51,Diesel,38.10,600.08
2016-09-04 13:47,Diesel,45.98,724.18
2016-09-04 12:50,95-oktan,37.62,600.04
2016-09-04 12:26,95-oktan,62.70,"1,000.06"
2016-09-04 11:53,95-oktan,9.48,151.21
2016-09-04 10:12,Diesel,63.50,"1,000.12"
2016-09-04 10:06,95-oktan,19.45,310.23
2016-09-04 10:04,Diesel,33.73,531.25
2016-09-03 16:21,95-oktan,100.00,"1,595.00"
2016-09-03 14:26,95-oktan,21.27,339.26
2016-09-03 14:17,Diesel,37.60,592.20
2016-09-03 12:57,Diesel,50.80,800.10
2016-09-03 12:36,Diesel,50.80,800.10
2016-09-03 09:35,95-oktan,9.88,157.59
2016-09-03 09:33,95-oktan,10.74,171.30
2016-09-03 09:31,95-oktan,62.70,"1,000.06"
2016-09-03 08:29,95-oktan,18.20,290.29
2016-09-02 15:03,Diesel,38.10,600.08
2016-09-02 13:47,Diesel,99.15,"1,561.61"
2016-09-02 09:07,Diesel,95.24,"1,500.03"
2016-09-01 18:35,Diesel,10.00,157.50
2016-09-01 09:33,Diesel,36.47,574.40
2016-09-01 08:50,Diesel,13.48,212.31
2016-08-31 19:36,95-oktan,16.79,267.80
2016-08-31 14:40,Diesel,38.10,600.08
2016-08-30 20:39,Diesel,18.05,284.29
2016-08-30 20:36,Diesel,38.10,600.08
2016-08-30 12:18,Diesel,38.10,600.08
2016-08-30 09:50,Diesel,10.00,157.50
2016-08-30 07:12,Diesel,18.99,299.09
2016-08-28 18:25,Diesel,19.72,310.59
2016-08-28 10:21,95-oktan,85.47,"1,363.25"
2016-08-28 09:34,Diesel,38.10,600.08
2016-08-27 19:04,95-oktan,26.01,414.86
2016-08-27 18:59,95-oktan,68.46,"1,091.94"
2016-08-27 17:12,95-oktan,17.88,285.19
2016-08-27 13:09,95-oktan,37.62,600.04
2016-08-27 12:42,Diesel,37.70,593.78
2016-08-27 11:50,95-oktan,25.15,401.14
2016-08-27 10:49,95-oktan,19.07,304.17
2016-08-26 16:08,95-oktan,50.16,800.05
2016-08-26 14:41,95-oktan,30.19,481.53
2016-08-26 14:35,95-oktan,75.24,"1,200.08"
2016-08-25 18:35,Diesel,8.21,129.31
2016-08-25 17:54,Diesel,11.07,174.35
2016-08-25 17:41,Diesel,3.12,49.14
2016-08-25 12:27,Diesel,43.88,691.11
2016-08-25 10:13,Diesel,100.00,"1,575.00"
2016-08-25 10:02,95-oktan,100.00,"1,595.00"
2016-08-25 09:55,Diesel,12.73,200.50
2016-08-24 15:49,95-oktan,62.70,"1,000.06"
2016-08-24 15:20,Diesel,61.87,974.45
2016-08-24 15:03,Diesel,38.10,600.08
2016-08-24 13:11,Diesel,15.11,237.98
2016-08-24 13:09,Diesel,38.10,600.08
2016-08-24 09:01,Diesel,20.26,319.10
2016-08-23 19:05,Diesel,37.25,586.69
2016-08-23 18:40,95-oktan,11.92,190.12
2016-08-23 17:46,95-oktan,22.16,353.45
2016-08-23 16:30,Diesel,8.23,129.62
2016-08-23 16:14,95-oktan,62.60,998.47
2016-08-23 14:16,Diesel,9.55,150.41
2016-08-23 13:20,95-oktan,37.62,600.04
2016-08-23 12:29,Diesel,63.50,"1,000.12"
2016-08-23 12:25,Diesel,63.50,"1,000.12"
2016-08-23 11:21,95-oktan,17.80,283.91
2016-08-23 10:02,Diesel,38.10,600.08
2016-08-22 15:28,Diesel,95.24,"1,500.03"
2016-08-22 14:24,95-oktan,31.35,500.03
2016-08-22 11:03,95-oktan,7.06,112.61
2016-08-21 18:52,Diesel,74.04,"1,166.13"
2016-08-21 17:06,95-oktan,37.62,600.04
2016-08-21 16:36,95-oktan,14.87,237.18
2016-08-21 16:29,95-oktan,37.62,600.04
2016-08-21 16:27,95-oktan,44.63,711.85
2016-08-21 15:26,95-oktan,17.27,275.46
2016-08-21 15:16,95-oktan,0.00,0.00
2016-08-21 15:04,95-oktan,50.16,800.05
2016-08-21 14:37,95-oktan,37.62,600.04
2016-08-21 14:34,95-oktan,37.62,600.04
2016-08-21 14:30,Diesel,15.15,238.61
2016-08-21 14:19,95-oktan,25.08,400.03
2016-08-21 12:20,95-oktan,17.45,278.33
2016-08-21 12:18,Diesel,20.53,323.35
2016-08-21 12:11,Diesel,21.68,341.46
2016-08-20 15:31,95-oktan,3.77,60.13
2016-08-20 12:19,95-oktan,37.62,600.04
2016-08-20 12:09,95-oktan,37.62,600.04
2016-08-20 11:56,95-oktan,37.62,600.04
2016-08-20 11:35,95-oktan,10.31,164.44
2016-08-20 11:26,Diesel,63.50,"1,000.12"
2016-08-20 10:50,Diesel,30.65,482.74
2016-08-20 10:31,Diesel,38.10,600.08
2016-08-20 09:35,Diesel,37.79,595.19
2016-08-20 08:59,95-oktan,50.55,806.27
2016-08-20 08:55,95-oktan,100.00,"1,595.00"
2016-08-20 06:19,95-oktan,98.94,"1,578.09"
2016-08-19 18:57,95-oktan,21.80,347.71
2016-08-19 18:29,95-oktan,7.82,124.73
2016-08-19 15:53,95-oktan,12.43,198.26
2016-08-19 15:48,95-oktan,18.94,302.09
2016-08-19 15:38,Diesel,26.09,410.92
2016-08-19 12:05,Diesel,26.99,425.09
2016-08-19 11:58,Diesel,36.46,574.24
2016-08-19 11:54,Diesel,63.50,"1,000.12"
2016-08-19 11:40,Diesel,6.35,100.01
2016-08-19 11:38,Diesel,6.35,100.01
2016-08-19 11:10,95-oktan,13.06,208.31
2016-08-19 10:46,Diesel,10.29,162.07
2016-08-19 10:44,Diesel,85.39,"1,344.89"
2016-08-19 10:37,Diesel,9.77,153.88
2016-08-19 10:32,Diesel,10.03,157.97
2016-08-19 09:53,Diesel,9.60,151.20
2016-08-18 17:11,Diesel,50.80,800.10
2016-08-18 14:55,95-oktan,10.66,170.03
